,text,airline_sentiment,clean_text,processed_text
10198,@USAirways 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.,negative, 23 min on hol rove 25 hours to get my elaye bag i just want to pick it up at sju,23minholrove25hoursgetelayebagwantpicksju
10199,"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",negative, ive been on hol for 36 minutes now any time you want to answer the phone that woul be great,ivehol36minutestimewantanswerphonewoulgreat
10200,@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,negative, seriously  flight cancelle flighte auto rebooke to tuesay then 3hr 26min on hol for nothing renting car want refun,seriouslyflightcancelleflighteautorebooketuesay3hr26minholnothingrentingcarwantrefun
10201,@USAirways lost bags. Cant reach human. delivery driver says he won't give us carseat until we return loaner. We hv NO loanr.5084773604 HELP,negative, lost bags cant reach human elivery river says he wont give us carseat until we return loaner we hv no loanr5084773604 help,lostbagscantreachhumaneliveryriversayswontgiveuscarseatreturnloanerhvloanr5084773604help
10202,@USAirways 8am flight to mco canld &amp; resch 1:30.If we opt for 8 am depart tom will us air allow cng return day from sat to sun w/o penalty?,neutral, 8am flight to mco canl amp resch 130if we opt for 8 am epart tom will us air allow cng return ay from sat to sun wo penalty,8amflightmcocanlampresch130ifopt8eparttomusairallowcngreturnaysatsunwopenalty
10203,"@usairways trick for getting into your hold queue?  I've been calling since Thursday and keep getting the ""call back Late Flightr"" message",negative, trick for getting into your hol queue  ive been calling since thursay an keep getting the call back late flightr message,trickgettingholqueueivecallingsincethursaykeepgettingcallbacklateflightrmessage
10204,@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb,positive, many thanks for your reply httptco6cgfv02gzb,manythanksreplyhttptco6cgfv02gzb
10205,@USAirways instead of tweeting your customers apologizing why don't you pick up your phone,negative, instea of tweeting your customers apologizing why ont you pick up your phone,insteatweetingcustomersapologizingontpickphone
10206,@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons,negative, i really appreciate there not being an easy way to get another flight when mine has been elaye over 2hrs for mechanical reasons,reallyappreciateeasywaygetanotherflightmineelaye2hrsmechanicalreasons
10207,@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?,negative, my bags were suppose to be elivere to nyc last night missing since thurs but are not here can someone call me,bagssupposeeliverenyclastnightmissingsincethurssomeonecall
10208,@USAirways took me 4+ hours to book flights yesterday due to system errors between you and @AmericanAir. paid $320 extra due to time lapse,negative, took me 4 hours to book flights yesteray ue to system errors between you an  pai 320 extra ue to time lapse,took4hoursbookflightsyesterayuesystemerrorspai320extrauetimelapse
10209,@USAirways on hold with 800-428-4322. Flight from DSM to DCA was Cancelled Flighted (4473). Know when it will fly?,negative, on hol with 8004284322 flight from sm to ca was cancelle flighte 4473 know when it will fly,hol8004284322flightsmcacancelleflighte4473knowfly
10210,@USAirways - almost 2 hrs 30 mins on hold - any idea how much longer?,negative,  almost 2 hrs 30 mins on hol  any iea how much longer,almost2hrs30minsholieamuchlonger
10211,@USAirways This was a real life exercise in crisis management which @USAirways failed miserably. Some compensation would go a long way.,negative, this was a real life exercise in crisis management which  faile miserably some compensation woul go a long way,reallifeexercisecrisismanagementfailemiserablycompensationwoulgolongway
10212,@USAirways Ten hrs Late Flightr and still here on Army cots @ airport waiting for 11am flight. #poorlyhandled #usairheads http://t.co/18fMr06mn6,negative, ten hrs late flightr an still here on army cots  airport waiting for 11am flight   httptco18fmr06mn6,tenhrslateflightrstillarmycotsairportwaiting11amflighthttptco18fmr06mn6
10213,"@USAirways ""good news. We've located the crew and made contact with them"". flight was supposed to leave 4 minutes ago. #usairwaysfail",negative, goo news weve locate the crew an mae contact with them flight was suppose to leave 4 minutes ago ,goonewswevelocatecrewmaecontactflightsupposeleave4minutesago
10214,@USAirways been on hold 2+ hours trying to reschedule Cancelled Flightled DCA-BOS flight. Can anyone help?,negative, been on hol 2 hours trying to rescheule cancelle flightle cabos flight can anyone help,hol2hourstryingrescheulecancelleflightlecabosflightanyonehelp
10215,@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir,negative,   also your onhol message is trying to sell valentines ay gifts  over a week late flight  souns about right for usair,alsoonholmessagetryingsellvalentinesaygiftsweeklateflightsounsrightusair
10216,@USAirways @AmericanAir  stranded in North Carolina and trying to figure out options but can't get anyone to talk to,negative,   strane in north carolina an trying to figure out options but cant get anyone to talk to,stranenorthcarolinatryingfigureoptionscantgetanyonetalk
10217,"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today",negative, an at this point i ont nee sorry i nee a revers agt to pick up the call so maybe we can make the 1130 flight toay,pointontneesorryneereversagtpickcallmaybemake1130flighttoay
10218,@USAirways sad experience today on 4663.  Family on Southwest direct to MCO. My loyalty to USAir = not vacationing with my boys today.,negative, sa experience toay on 4663  family on southwest irect to mco my loyalty to usair  not vacationing with my boys toay,saexperiencetoay4663familysouthwestirectmcoloyaltyusairvacationingboystoay
10219,@USAirways @AmericanAir  is there anyone answering phones today??? Listening to same damn messages for 1:10 minutes,negative,   is there anyone answering phones toay listening to same amn messages for 110 minutes,anyoneansweringphonestoaylisteningamnmessages110minutes
10220,"@USAirways I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous.",negative, i have literally been on hol since 3am estplatinumeventually hung up amp again back on hol unerstan weather but riiculous,literallyholsince3amestplatinumeventuallyhungampbackholunerstanweatherriiculous
10221,"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",positive, job well one from your philly employee running checkin toay tabitha helpe us in an emergency amp vacation save,jobwellonephillyemployeerunningcheckintoaytabithahelpeusemergencyampvacationsave
10222,"@USAirways was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss",negative, was on h for 1hr an 3min at 300am since my flgt  from ca to msy was cancelle flightle still trying to get out on hol now 50minssss,h1hr3min300amsinceflgtcamsycancelleflightlestilltryinggethol50minssss
10223,"@USAirways you can't control the weather but you CAN control your systems, processes, people and attitudes. #anotherfail",negative, you cant control the weather but you can control your systems processes people an attitues ,cantcontrolweathercontrolsystemsprocessespeopleattitues
10224,@USAirways You are 0 for 3 so far in on-time flights on this vacation.,negative, you are 0 for 3 so far in ontime flights on this vacation,03farontimeflightsvacation
10225,@USAirways I just got hanged up on trying to get to an agent. Can you help?,negative, i just got hange up on trying to get to an agent can you help,gothangetryinggetagenthelp
10226,@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition,negative, looks like you lost another customer  when you strane  at clt she vows never to fly with you again ,lookslikelostanothercustomerstranecltvowsneverfly
10227,@USAirways @AmericanAir working for me. Tight cx @Mia so they're delaying our flight. Twice. In 20 secs @jabevan221 http://t.co/G3Uy6w28QH,negative,  working for me tight cx  so theyre elaying our flight twice in 20 secs  httptcog3uy6w28qh,workingtightcxtheyreelayingflighttwice20secshttptcog3uy6w28qh
10228,"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",negative, my flight got cancelle flightle to charlotte been on hol for an hour pls pick up,flightgotcancelleflightlecharlotteholhourplspick
10229,@USAirways now on hold for 2 hrs 20 min. This is ridiculous,negative, now on hol for 2 hrs 20 min this is riiculous,hol2hrs20minriiculous
10230,"@USAirways why don't you hire people to deal with the call volume, this is absolute garbage #incompetent",negative, why ont you hire people to eal with the call volume this is absolute garbage ,onthirepeopleealcallvolumeabsolutegarbage
10231,@USAirways unfortunately patience won't get me to my boat that leaves at 4 pm. I was on hold watching all flights fill up.,negative, unfortunately patience wont get me to my boat that leaves at 4 pm i was on hol watching all flights fill up,unfortunatelypatiencewontgetboatleaves4pmholwatchingflightsfill
10232,@USAirways not happy!! Trying to get home on Cancelled Flighted flight&amp; been on hold for 2 hours. Help!! This is just crazy...,negative, not happy trying to get home on cancelle flighte flightamp been on hol for 2 hours help this is just crazy,happytryinggethomecancelleflighteflightamphol2hourshelpcrazy
10233,"@USAirways wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",negative, wow flight cancelle flightle slept on the floor at the airport an now flight elaye,wowflightcancelleflightlesleptfloorairportflightelaye
10234,@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am,negative,  i fell asleep from a call i place might guess what still on hol 7 am,fellasleepcallplacemightguessstillhol7
10235,@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!,negative, my phone has been on hol since might  fkn 7 hrs of hol  unacceptable,phoneholsincemightfkn7hrsholunacceptable
10236,@USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers,negative, 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the worl shoul have failback call centers,8hrswaittimeunbelieavleunaccpetablebiggestairlineworlshoulfailbackcallcenters
10237,@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,negative, once again your company actualy put people in weir situationsyour hostel voucher was fakesnow is ok but no lies please,companyactualyputpeopleweirsituationsyourhostelvoucherfakesnowokliesplease
10238,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",negative, truly been the worst experience this weeken elaye reroute 3x now not boaring a 715 flight an says flight is on time,trulyworstexperienceweekenelayereroute3xboaring715flightsaysflighttime
10239,"@USAirways OK, I guess the weather has been rough but I have been trying to sort out missing air-miles for days. Any suggestions?",negative, ok i guess the weather has been rough but i have been trying to sort out missing airmiles for ays any suggestions,okguessweatherroughtryingsortmissingairmilesayssuggestions
10240,"@USAirways - what a disaster! Flight 3739, missed passenger count by 5 since it was done manually!!  Really???",negative,  what a isaster flight 3739 misse passenger count by 5 since it was one manually  really,isasterflight3739missepassengercount5sinceonemanuallyreally
10241,@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue,negative, ever think about hiring more agents come on now ont you think 4 hour hols is a little riiculous get a clue,everthinkhiringagentscomeontthink4hourholslittleriiculousgetclue
10242,@USAirways XNA has TSA Precheck! Would be nice if your system knew that.,negative, xna has tsa precheck woul be nice if your system knew that,xnatsaprecheckwoulnicesystemknew
10243,@Sb5551 Sounds like  @USAirways should have planned better since this weather was no surprise. Completely unacceptable wait times!!!,negative, souns like   shoul have planne better since this weather was no surprise completely unacceptable wait times,sounslikeshoulplannebettersinceweathersurprisecompletelyunacceptablewaittimes
10244,@USAirways 4 hours on hold to change a Cancelled Flightled flight. Completely unacceptable!!!,negative, 4 hours on hol to change a cancelle flightle flight completely unacceptable,4hoursholchangecancelleflightleflightcompletelyunacceptable
10245,@USAirways We've been on hold for over 7 hours after my wife's flight was Cancelled Flighted.,negative, weve been on hol for over 7 hours after my wifes flight was cancelle flighte,wevehol7hourswifesflightcancelleflighte
10246,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,negative, forgot to call in the copilot so were stuck on the plane in phl looking fw to being strane in clt ay 2 of flight fails,forgotcallcopilotstuckplanephllookingfwstranecltay2flightfails
10247,@USAirways your airline also delayed our bags to us for 4 hours &amp; refused to ship them to our local airport #disappointed #stillbagless,negative, your airline also elaye our bags to us for 4 hours amp refuse to ship them to our local airport  ,airlinealsoelayebagsus4hoursamprefuseshiplocalairport
10248,@USAirways have you ever lost luggage with an infant and a 4 year old? Then customer service never answered the phone. I've tried all night.,negative, have you ever lost luggage with an infant an a 4 year ol then customer service never answere the phone ive trie all night,everlostluggageinfant4yearolcustomerserviceneveranswerephoneivetrienight
10249,"@USAirways worst experience with you. Cancelled Flightled flight, no voucher and no luggage because ""ramp was broken."" No other ramps in Charlotte??",negative, worst experience with you cancelle flightle flight no voucher an no luggage because ramp was broken no other ramps in charlotte,worstexperiencecancelleflightleflightvoucherluggagerampbrokenrampscharlotte
10250,@USAirways worst experience ever!!!!,negative, worst experience ever,worstexperienceever
10251,@USAirways how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old,negative, how o you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr ol,manageplacefamily5plainnonesittingnextone3yrol
10252,"@USAirways @AmericanAir Suggestions , been on hold 2 hrs for flight that is now about to pass departure...Dealing w ny weather, need change",negative,  suggestions  been on hol 2 hrs for flight that is now about to pass epartureealing w ny weather nee change,suggestionshol2hrsflightpassepartureealingwnyweatherneechange
10253,"@USAirways @AmericanAir I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",negative,  i was meant to fly on sat you just mae it tues i cant affor to stay in a hotel for another two nights,meantflysatmaetuescantafforstayhotelanothertwonights
10254,@USAirways checked into my flight yesterday and have been bumped to a Tuesday flight! Unacceptable and no agents to speak to!,negative, checke into my flight yesteray an have been bumpe to a tuesay flight unacceptable an no agents to speak to,checkeflightyesteraybumpetuesayflightunacceptableagentsspeak
10255,@USAirways flight to Des Moines Cancelled Flightled. Unacceptable to be booked on flight on Tuesday because of work commitments. 2hrs on hold,negative, flight to es moines cancelle flightle unacceptable to be booke on flight on tuesay because of work commitments 2hrs on hol,flightesmoinescancelleflightleunacceptablebookeflighttuesayworkcommitments2hrshol
10256,@USAirways now on hold for 90 minutes,negative, now on hol for 90 minutes,hol90minutes
10257,@USAirways now on hold for 75 minutes.,negative, now on hol for 75 minutes,hol75minutes
10258,@USAirways on hold now over 2 hrs on one phone hung on 5 x on another? How do you reach a person? No weather condition makes this excusable!,negative, on hol now over 2 hrs on one phone hung on 5 x on another how o you reach a person no weather conition makes this excusable,hol2hrsonephonehung5xanotherreachpersonweatherconitionmakesexcusable
10259,@USAirways claims flight Cancelled Flighted due to weather at destination but Delta has not Cancelled Flighted flight on same route.,negative, claims flight cancelle flighte ue to weather at estination but elta has not cancelle flighte flight on same route,claimsflightcancelleflighteueweatherestinationeltacancelleflighteflightroute
10260,@USAirways @AmericanAir Flying from Orlando to Philly to Charlotte to Lynchburg. Saw advisory re Philly. Wld like to fly from Orl to Char,neutral,  flying from orlano to philly to charlotte to lynchburg saw avisory re philly wl like to fly from orl to char,flyingorlanophillycharlottelynchburgsawavisoryphillywllikeflyorlchar
10261,@USAirways duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI,negative, uh on baggage claim 2 more hours an counting  flights 622 amp 1898 httptcokzl57upqi,uhbaggageclaim2hourscountingflights622amp1898httptcokzl57upqi
10262,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!,negative,  exactly how ive been isconnecte 3 times,exactlyiveisconnecte3times
10263,@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,negative, 3 hrs on hol husban has ecie we shoul sleep in shifts so we ont miss the phone rep to rescheule,3hrsholhusbanecieshoulsleepshiftsontmissphonereprescheule
10264,@USAirways just Cancelled Flighted my flight and told me to call to rebook. Been on hold for 48 minutes at 4 am and still waiting,negative, just cancelle flighte my flight an tol me to call to rebook been on hol for 48 minutes at 4 am an still waiting,cancelleflighteflighttolcallrebookhol48minutes4stillwaiting
10265,@USAirways on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,negative, on hol for 2 hours now have been calling since monay i have a flight toay nee help now  ,hol2hourscallingsincemonayflighttoayneehelp
10266,@USAirways on hold 2.5 hrs trying to reschedule our flight. Can anyone there please help us?,negative, on hol 25 hrs trying to rescheule our flight can anyone there please help us,hol25hrstryingrescheuleflightanyonepleasehelpus
10267,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?",negative, why is my first available flight for me now tuesay but a flight toay  that is booke  755 available to buy online,firstavailableflighttuesayflighttoaybooke755availablebuyonline
10268,@USAirways you guys suck at JFK tonight -- oh this MORNING!!!,negative, you guys suck at jfk tonight  oh this morning,guyssuckjfktonightohmorning
10269,@USAirways 2 hours on hold. Still no answer. Horrible.,negative, 2 hours on hol still no answer horrible,2hoursholstillanswerhorrible
10270,"@USAirways @KieranMahan needs two nights at a hotel in phoenix until he can get back to Philly because of plane equipment, crazy!",negative,  nees two nights at a hotel in phoenix until he can get back to philly because of plane equipment crazy,neestwonightshotelphoenixgetbackphillyplaneequipmentcrazy
10271,"@USAirways tough night, two 90 minute calls, on hold, delayed here in Phoenix for two days because of one aircraft not ready? Not acceptable",negative, tough night two 90 minute calls on hol elaye here in phoenix for two ays because of one aircraft not reay not acceptable,toughnighttwo90minutecallsholelayephoenixtwoaysoneaircraftreayacceptable
10272,@USAirways have been on hold for 58 minutes - need help USAIR - why won't you help?,negative, have been on hol for 58 minutes  nee help usair  why wont you help,hol58minutesneehelpusairwonthelp
10273,@USAirways we appreciate auto rescheduling our Cancelled Flightled flight-- but you have nothing sooner than Tuesday? can fly into alternate loc?,negative, we appreciate auto rescheuling our cancelle flightle flight but you have nothing sooner than tuesay can fly into alternate loc,appreciateautorescheulingcancelleflightleflightnothingsoonertuesayflyalternateloc
10274,@USAirways after sitting on the runway for 3 hours i had to leave the airport w/o my luggage. Is this ur 1st day??,negative, after sitting on the runway for 3 hours i ha to leave the airport wo my luggage is this ur 1st ay,sittingrunway3hourshaleaveairportwoluggageur1stay
10275,@usairways we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?,negative, weve been on hol for 2 hours trying to rescheule our cancelle flightle flight can anyone out there please help us,wevehol2hourstryingrescheulecancelleflightleflightanyonepleasehelpus
10276,@USAirways thx for taking my $600 for a 1way then Cancelled Flightling 1st flt delay 2nd flt and u top it off by losing my one piece of luggage #usuck,negative, thx for taking my 600 for a 1way then cancelle flightling 1st flt elay 2n flt an u top it off by losing my one piece of luggage ,thxtaking6001waycancelleflightling1stfltelay2nfltutoplosingonepieceluggage
10277,@USAirways I have been on hold for 4 hours my flight is tomorrow do you really expect me to not sleep all night to stay on hold?!?,negative, i have been on hol for 4 hours my flight is tomorrow o you really expect me to not sleep all night to stay on hol,hol4hoursflighttomorrowreallyexpectsleepnightstayhol
10278,@USAirways I think it's ok.,neutral, i think its ok,thinkok
10279,@USAirways my flight is Cancelled Flightled and you guys aren't Answering the phones what do I do ?,negative, my flight is cancelle flightle an you guys arent answering the phones what o i o ,flightcancelleflightleguysarentansweringphones
10280,"@USAirways this is ridiculous.  I have a 6:00 AM flight and two hours of rest, wasted!!!",negative, this is riiculous  i have a 600 am flight an two hours of rest waste,riiculous600flighttwohoursrestwaste
10281,@USAirways been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,negative, been on hol for almost 2 hours trying to rebook my cancelle flighte flight what in the worl,holalmost2hourstryingrebookcancelleflighteflightworl
10282,@USAirways Seriously. You can't tweet and let people know that you've got customers that have been on hold for 5 HOURS??!!,negative, seriously you cant tweet an let people know that youve got customers that have been on hol for 5 hours,seriouslycanttweetletpeopleknowyouvegotcustomershol5hours
10283,@USAirways thanks! http://t.co/pD7R1lL6Re,positive, thanks httptcop7r1ll6re,thankshttptcop7r1ll6re
10284,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!,negative, after pleaing with car service to stay 3 hrs past pick up they left me an my family but its ok i have water an crackers,pleaingcarservicestay3hrspastpickleftfamilyokwatercrackers
10285,"@USAirways after a grt flight to PHX last week,  tonight was terrible. 2.5 hours taxing and you give us water and crackers to compensate.",negative, after a grt flight to phx last week  tonight was terrible 25 hours taxing an you give us water an crackers to compensate,grtflightphxlastweektonightterrible25hourstaxinggiveuswatercrackerscompensate
10286,@USAirways flight 1898 landed over 2 hours ago and they still haven't gotten to the gate.. What's the hold uppp 😭😭 #imtired #wannagohome,negative, flight 1898 lane over 2 hours ago an they still havent gotten to the gate whats the hol uppp   ,flight1898lane2hoursagostillhaventgottengatewhatsholuppp
10287,@USAirways who do we voice our concerns to when we can't get home with our 8 month old after waiting to taxi to a gate for 3 hours?,negative, who o we voice our concerns to when we cant get home with our 8 month ol after waiting to taxi to a gate for 3 hours,voiceconcernscantgethome8montholwaitingtaxigate3hours
10288,@USAirways abandoned 40 Boston bound fliers...someone in management needs to #saveface and #showup,negative, abanone 40 boston boun flierssomeone in management nees to  an ,abanone40bostonbounflierssomeonemanagementnees
10289,@USAirways tell my professors that when I don't show up to class/write my midterm because I'm stuck with no flights home 😠,negative, tell my professors that when i ont show up to classwrite my miterm because im stuck with no flights home ,tellprofessorsontshowclasswritemitermimstuckflightshome
10290,@USAirways No US Air ppl anywhere in PHL directed stranded pax. Kudos to the PHL employees getting off work at midnight. Only help we got.,negative, no us air ppl anywhere in phl irecte strane pax kuos to the phl employees getting off work at minight only help we got,usairpplanywherephlirectestranepaxkuosphlemployeesgettingworkminighthelpgot
10291,"@USAirways @AmericanAir Just had to buy a ""safety"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty.",neutral,  just ha to buy a safety ticket online youll refun whichever tickets are unuse in full without penalty,habuysafetyticketonlineyoullrefunwhicheverticketsunusefullwithoutpenalty
10292,@USAirways Hooray! I've now been on hold for over an hour. I've never loved Southwest more.,negative, hooray ive now been on hol for over an hour ive never love southwest more,hoorayiveholhouriveneverlovesouthwest
10293,@USAirways is the worst. Why on earth would @AmericanAir merge with them? I won't be flying either of them any time soon.,negative, is the worst why on earth woul  merge with them i wont be flying either of them any time soon,worstearthwoulmergewontflyingeithertimesoon
10294,@USAirways three hours on hold then disconnected. Conf EBHSET. Need to be home Sunday for interview,negative, three hours on hol then isconnecte conf ebhset nee to be home sunay for interview,threehoursholisconnecteconfebhsetneehomesunayinterview
10295,@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,negative, how o you o that you guys nee to have much better communication how how can we o that,guysneemuchbettercommunication
10296,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,negative, are you guys awake nee help with elaye flight to get protecte on late flightr flight from phl,guysawakeneehelpelayeflightgetprotectelateflightrflightphl
10297,@USAirways so how about some help with suggested time I could call to avoid such long wait time,negative, so how about some help with suggeste time i coul call to avoi such long wait time,helpsuggestetimecoulcallavoilongwaittime
10298,@USAirways more than an hour holding to change a flight on the phone now.. What's up with that???,negative, more than an hour holing to change a flight on the phone now whats up with that,hourholingchangeflightphonewhats
10299,@USAirways @caterobbie if that link worked most of us could take care of ourselves  please contact your tech people to get that working,negative,  if that link worke most of us coul take care of ourselves  please contact your tech people to get that working,linkworkeuscoultakecarepleasecontacttechpeoplegetworking
10300,@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!,negative, ive been on hol since 1130pm  nee to rescheule my cancelle flightle flight for a morning eparture tomorrow  please help,iveholsince1130pmneerescheulecancelleflightleflightmorningeparturetomorrowpleasehelp
10301,@USAirways download jeokoo the American app for air travelers,neutral, ownloa jeokoo the american app for air travelers,ownloajeokooamericanappairtravelers
10302,"@USAirways obviously your corporate definition of PATIENCE needs to be reviewed.
#Pleasehurryup #answerphone #reschedulemyflight",negative," obviously your corporate efinition of patience nees to be reviewe
  ",obviouslycorporateefinitionpatienceneesreviewe
10303,@USAirways Need help with a flight. Weather + funeral = tough combination. On hold for over an hour. Please?,negative, nee help with a flight weather  funeral  tough combination on hol for over an hour please,neehelpflightweatherfuneraltoughcombinationholhourplease
10304,"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously",negative," ive been on hol since 1130pm how many customer service reps o you have
 ",iveholsince1130pmmanycustomerservicereps
10305,@USAirways @nburnside26 Well if you really didn't like them then she would be on an airplane. #FIOUSAirways 💁,negative,  well if you really int like them then she woul be on an airplane  ,wellreallyintlikewoulairplane
10306,"@USAirways yes, i am as well.  **FIVE** HOURS ON HOLD, FOLKS. Can you PLEASE tell me if this is typical?! Trying to be understanding here.",negative, yes i am as well  five hours on hol folks can you please tell me if this is typical trying to be unerstaning here,yeswellfivehoursholfolkspleasetelltypicaltryingunerstaning
10307,@USAirways can you please train your mechanics? Teach them to bring the tools to fix the plane with them and not leave them in the hanger.,negative, can you please train your mechanics teach them to bring the tools to fix the plane with them an not leave them in the hanger,pleasetrainmechanicsteachbringtoolsfixplaneleavehanger
10308,@USAirways Charlotte Staff needs prayer....disappointed in response to mishaps ......lotttttttt of pissed off people here!!!!,negative, charlotte staff nees prayerisappointe in response to mishaps lotttttttt of pisse off people here,charlottestaffneesprayerisappointeresponsemishapslottttttttpissepeople
10309,@USAirways thank you for leaving my 74 y/o grandma stranded because connecting flt could not wait 10 minutes. I will never fly you again,negative, thank you for leaving my 74 yo granma strane because connecting flt coul not wait 10 minutes i will never fly you again,thankleaving74yogranmastraneconnectingfltcoulwait10minutesneverfly
10310,@USAirways HELLO?! It's been FOUR HOURS since plane landed!   Flt 630 phx to JFK.  3 hrs on Tarmac waiting 4 gate. Plus an hour no bags yet,negative, hello its been four hours since plane lane   flt 630 phx to jfk  3 hrs on tarmac waiting 4 gate plus an hour no bags yet,hellofourhourssinceplanelaneflt630phxjfk3hrstarmacwaiting4gateplushourbagsyet
10311,“@USAirways: @ch_mom Please reach out to our crewmember for assistance. Our apologies for the long wait.” #generic,negative,  please reach out to our crewmember for assistance our apologies for the long wait ,pleasereachcrewmemberassistanceapologieslongwait
10312,@USAirways can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,negative, can you please have your employee that has been calle 5 times by the flight crew finish maintenance on us 734 so we can epart,pleaseemployeecalle5timesflightcrewfinishmaintenanceus734epart
10313,@USAirways I better get a free flight,negative, i better get a free flight,bettergetfreeflight
10314,@USAirways @nm4agoodlife      5 hours on hold and no answer . Guess the synergy of a merger was really planned out,negative,       5 hours on hol an no answer  guess the synergy of a merger was really planne out,5hoursholanswerguesssynergymergerreallyplanne
10315,@USAirways still waiting on your reps to show. Now 40 mins into waiting in below freezing weather waiting for a cab.,negative, still waiting on your reps to show now 40 mins into waiting in below freezing weather waiting for a cab,stillwaitingrepsshow40minswaitingfreezingweatherwaitingcab
10316,@USAirways @_RobPrice  how can he try again it will be 5-6 hours before he gets help.  Contingency plans non existent.,negative,   how can he try again it will be 56 hours before he gets help  contingency plans non existent,try56hoursgetshelpcontingencyplansnonexistent
10317,@USAirways delayed depart bc ur flight attendant wasn't there. Then after landing took 3 hrs to get a gate. Now it's another he and NO bags,negative, elaye epart bc ur flight attenant wasnt there then after laning took 3 hrs to get a gate now its another he an no bags,elayeepartbcurflightattenantwasntlaningtook3hrsgetgateanotherbags
10318,@USAirways @jtrexsocial 5 hours on hold ... Safe to say no one is working .,negative,  5 hours on hol  safe to say no one is working ,5hoursholsafesayoneworking
10319,@USAirways But every time I call I'm on hold for 45 min and then get disconnected. Any way someone can help?,negative, but every time i call im on hol for 45 min an then get isconnecte any way someone can help,everytimecallimhol45mingetisconnectewaysomeonehelp
10320,@USAirways surely there are some other ways to help me - I can't really afford another 4 hours now. Pls follow me so we can DM,negative, surely there are some other ways to help me  i cant really affor another 4 hours now pls follow me so we can m,surelywayshelpcantreallyafforanother4hoursplsfollow
10321,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps,negative, i was on hol for 2 hours an still no answer is this really how you run your business httptcop8xfhq4kps,hol2hoursstillanswerreallyrunbusinesshttptcop8xfhq4kps
10322,"@USAirways keeps dropping my call and won't even let me stay on hold because they are ""too busy"" #idontwanttocallback",negative, keeps ropping my call an wont even let me stay on hol because they are too busy ,keepsroppingcallwontevenletstayholbusy
